"gutenberg_id" "text" "linenumber" "chapter"
"109" 5200 "leaving the hearer unsure whether he had heard properly or not. Gregor" 109 0
"110" 5200 "had wanted to give a full answer and explain everything, but in the" 110 0
"111" 5200 "circumstances contented himself with saying: “Yes, mother, yes," 111 0
"112" 5200 "thank-you, I’m getting up now.” The change in Gregor’s voice probably" 112 0
"113" 5200 "could not be noticed outside through the wooden door, as his mother was" 113 0
"114" 5200 "satisfied with this explanation and shuffled away. But this short" 114 0
"115" 5200 "conversation made the other members of the family aware that Gregor," 115 0
"116" 5200 "against their expectations was still at home, and soon his father came" 116 0
"117" 5200 "knocking at one of the side doors, gently, but with his fist. “Gregor," 117 0
"118" 5200 "Gregor”, he called, “what’s wrong?” And after a short while he called" 118 0
"119" 5200 "again with a warning deepness in his voice: “Gregor! Gregor!” At the" 119 0
"120" 5200 "other side door his sister came plaintively: “Gregor? Aren’t you well?" 120 0
"121" 5200 "Do you need anything?” Gregor answered to both sides: “I’m ready, now”," 121 0
"122" 5200 "making an effort to remove all the strangeness from his voice by" 122 0
"123" 5200 "enunciating very carefully and putting long pauses between each," 123 0
"124" 5200 "individual word. His father went back to his breakfast, but his sister" 124 0
"125" 5200 "whispered: “Gregor, open the door, I beg of you.” Gregor, however, had" 125 0
"126" 5200 "no thought of opening the door, and instead congratulated himself for" 126 0
"127" 5200 "his cautious habit, acquired from his travelling, of locking all doors" 127 0
"128" 5200 "at night even when he was at home." 128 0
"129" 5200 "" 129 0
"130" 5200 "The first thing he wanted to do was to get up in peace without being" 130 0
"131" 5200 "disturbed, to get dressed, and most of all to have his breakfast. Only" 131 0
"132" 5200 "then would he consider what to do next, as he was well aware that he" 132 0
"133" 5200 "would not bring his thoughts to any sensible conclusions by lying in" 133 0
"134" 5200 "bed. He remembered that he had often felt a slight pain in bed, perhaps" 134 0
"135" 5200 "caused by lying awkwardly, but that had always turned out to be pure" 135 0
"136" 5200 "imagination and he wondered how his imaginings would slowly resolve" 136 0
"137" 5200 "themselves today. He did not have the slightest doubt that the change" 137 0
"138" 5200 "in his voice was nothing more than the first sign of a serious cold," 138 0
"139" 5200 "which was an occupational hazard for travelling salesmen." 139 0
"140" 5200 "" 140 0
"141" 5200 "It was a simple matter to throw off the covers; he only had to blow" 141 0
"142" 5200 "himself up a little and they fell off by themselves. But it became" 142 0
"143" 5200 "difficult after that, especially as he was so exceptionally broad. He" 143 0
"144" 5200 "would have used his arms and his hands to push himself up; but instead" 144 0
"145" 5200 "of them he only had all those little legs continuously moving in" 145 0
"146" 5200 "different directions, and which he was moreover unable to control. If" 146 0
"147" 5200 "he wanted to bend one of them, then that was the first one that would" 147 0
"148" 5200 "stretch itself out; and if he finally managed to do what he wanted with" 148 0
"149" 5200 "that leg, all the others seemed to be set free and would move about" 149 0
"150" 5200 "painfully. “This is something that can’t be done in bed”, Gregor said" 150 0
"151" 5200 "to himself, “so don’t keep trying to do it”." 151 0
"152" 5200 "" 152 0
"153" 5200 "The first thing he wanted to do was get the lower part of his body out" 153 0
"154" 5200 "of the bed, but he had never seen this lower part, and could not" 154 0
"155" 5200 "imagine what it looked like; it turned out to be too hard to move; it" 155 0
"156" 5200 "went so slowly; and finally, almost in a frenzy, when he carelessly" 156 0
"157" 5200 "shoved himself forwards with all the force he could gather, he chose" 157 0
"158" 5200 "the wrong direction, hit hard against the lower bedpost, and learned" 158 0
"159" 5200 "from the burning pain he felt that the lower part of his body might" 159 0
"160" 5200 "well, at present, be the most sensitive." 160 0
"161" 5200 "" 161 0
"162" 5200 "So then he tried to get the top part of his body out of the bed first," 162 0
"163" 5200 "carefully turning his head to the side. This he managed quite easily," 163 0
"164" 5200 "and despite its breadth and its weight, the bulk of his body eventually" 164 0
"165" 5200 "followed slowly in the direction of the head. But when he had at last" 165 0
"166" 5200 "got his head out of the bed and into the fresh air it occurred to him" 166 0
"167" 5200 "that if he let himself fall it would be a miracle if his head were not" 167 0
"168" 5200 "injured, so he became afraid to carry on pushing himself forward the" 168 0
"169" 5200 "same way. And he could not knock himself out now at any price; better" 169 0
"170" 5200 "to stay in bed than lose consciousness." 170 0
"171" 5200 "" 171 0
"172" 5200 "It took just as much effort to get back to where he had been earlier," 172 0
"173" 5200 "but when he lay there sighing, and was once more watching his legs as" 173 0
"174" 5200 "they struggled against each other even harder than before, if that was" 174 0
"175" 5200 "possible, he could think of no way of bringing peace and order to this" 175 0
"176" 5200 "chaos. He told himself once more that it was not possible for him to" 176 0
"177" 5200 "stay in bed and that the most sensible thing to do would be to get free" 177 0
"178" 5200 "of it in whatever way he could at whatever sacrifice. At the same time," 178 0
"179" 5200 "though, he did not forget to remind himself that calm consideration was" 179 0
"180" 5200 "much better than rushing to desperate conclusions. At times like this" 180 0
"181" 5200 "he would direct his eyes to the window and look out as clearly as he" 181 0
"182" 5200 "could, but unfortunately, even the other side of the narrow street was" 182 0
"183" 5200 "enveloped in morning fog and the view had little confidence or cheer to" 183 0
"184" 5200 "offer him. “Seven o’clock, already”, he said to himself when the clock" 184 0
"185" 5200 "struck again, “seven o’clock, and there’s still a fog like this.” And" 185 0
"186" 5200 "he lay there quietly a while longer, breathing lightly as if he perhaps" 186 0
"187" 5200 "expected the total stillness to bring things back to their real and" 187 0
"188" 5200 "natural state." 188 0
"189" 5200 "" 189 0
"190" 5200 "But then he said to himself: “Before it strikes quarter past seven I’ll" 190 0
"191" 5200 "definitely have to have got properly out of bed. And by then somebody" 191 0
"192" 5200 "will have come round from work to ask what’s happened to me as well, as" 192 0
"193" 5200 "they open up at work before seven o’clock.” And so he set himself to" 193 0
"194" 5200 "the task of swinging the entire length of his body out of the bed all" 194 0
"195" 5200 "at the same time. If he succeeded in falling out of bed in this way and" 195 0
"196" 5200 "kept his head raised as he did so he could probably avoid injuring it." 196 0
"197" 5200 "His back seemed to be quite hard, and probably nothing would happen to" 197 0
"198" 5200 "it falling onto the carpet. His main concern was for the loud noise he" 198 0
"199" 5200 "was bound to make, and which even through all the doors would probably" 199 0
"200" 5200 "raise concern if not alarm. But it was something that had to be risked." 200 0
"201" 5200 "" 201 0
"202" 5200 "When Gregor was already sticking half way out of the bed—the new method" 202 0
"203" 5200 "was more of a game than an effort, all he had to do was rock back and" 203 0
"204" 5200 "forth—it occurred to him how simple everything would be if somebody" 204 0
"205" 5200 "came to help him. Two strong people—he had his father and the maid in" 205 0
"206" 5200 "mind—would have been more than enough; they would only have to push" 206 0
"207" 5200 "their arms under the dome of his back, peel him away from the bed, bend" 207 0
"208" 5200 "down with the load and then be patient and careful as he swang over" 208 0
"209" 5200 "onto the floor, where, hopefully, the little legs would find a use." 209 0
"210" 5200 "Should he really call for help though, even apart from the fact that" 210 0
"211" 5200 "all the doors were locked? Despite all the difficulty he was in, he" 211 0
"212" 5200 "could not suppress a smile at this thought." 212 0
"213" 5200 "" 213 0
"214" 5200 "After a while he had already moved so far across that it would have" 214 0
"215" 5200 "been hard for him to keep his balance if he rocked too hard. The time" 215 0
"216" 5200 "was now ten past seven and he would have to make a final decision very" 216 0
"217" 5200 "soon. Then there was a ring at the door of the flat. “That’ll be" 217 0
"218" 5200 "someone from work”, he said to himself, and froze very still, although" 218 0
"219" 5200 "his little legs only became all the more lively as they danced around." 219 0
"220" 5200 "For a moment everything remained quiet. “They’re not opening the door”," 220 0
"221" 5200 "Gregor said to himself, caught in some nonsensical hope. But then of" 221 0
"222" 5200 "course, the maid’s firm steps went to the door as ever and opened it." 222 0
"223" 5200 "Gregor only needed to hear the visitor’s first words of greeting and he" 223 0
"224" 5200 "knew who it was—the chief clerk himself. Why did Gregor have to be the" 224 0
"225" 5200 "only one condemned to work for a company where they immediately became" 225 0
"226" 5200 "highly suspicious at the slightest shortcoming? Were all employees," 226 0
"227" 5200 "every one of them, louts, was there not one of them who was faithful" 227 0
"228" 5200 "and devoted who would go so mad with pangs of conscience that he" 228 0
"229" 5200 "couldn’t get out of bed if he didn’t spend at least a couple of hours" 229 0
"230" 5200 "in the morning on company business? Was it really not enough to let one" 230 0
"231" 5200 "of the trainees make enquiries—assuming enquiries were even" 231 0
"232" 5200 "necessary—did the chief clerk have to come himself, and did they have" 232 0
"233" 5200 "to show the whole, innocent family that this was so suspicious that" 233 0
"234" 5200 "only the chief clerk could be trusted to have the wisdom to investigate" 234 0
"235" 5200 "it? And more because these thoughts had made him upset than through any" 235 0
"236" 5200 "proper decision, he swang himself with all his force out of the bed." 236 0
"237" 5200 "There was a loud thump, but it wasn’t really a loud noise. His fall was" 237 0
"238" 5200 "softened a little by the carpet, and Gregor’s back was also more" 238 0
"239" 5200 "elastic than he had thought, which made the sound muffled and not too" 239 0
"240" 5200 "noticeable. He had not held his head carefully enough, though, and hit" 240 0
"241" 5200 "it as he fell; annoyed and in pain, he turned it and rubbed it against" 241 0
"242" 5200 "the carpet." 242 0
"243" 5200 "" 243 0
"244" 5200 "“Something’s fallen down in there”, said the chief clerk in the room on" 244 0
"245" 5200 "the left. Gregor tried to imagine whether something of the sort that" 245 0
"246" 5200 "had happened to him today could ever happen to the chief clerk too; you" 246 0
"247" 5200 "had to concede that it was possible. But as if in gruff reply to this" 247 0
"248" 5200 "question, the chief clerk’s firm footsteps in his highly polished boots" 248 0
"249" 5200 "could now be heard in the adjoining room. From the room on his right," 249 0
"250" 5200 "Gregor’s sister whispered to him to let him know: “Gregor, the chief" 250 0
"251" 5200 "clerk is here.” “Yes, I know”, said Gregor to himself; but without" 251 0
"252" 5200 "daring to raise his voice loud enough for his sister to hear him." 252 0
"253" 5200 "" 253 0
"254" 5200 "“Gregor”, said his father now from the room to his left, “the chief" 254 0
"255" 5200 "clerk has come round and wants to know why you didn’t leave on the" 255 0
"256" 5200 "early train. We don’t know what to say to him. And anyway, he wants to" 256 0
"257" 5200 "speak to you personally. So please open up this door. I’m sure he’ll be" 257 0
"258" 5200 "good enough to forgive the untidiness of your room.” Then the chief" 258 0
"259" 5200 "clerk called “Good morning, Mr. Samsa”. “He isn’t well”, said his" 259 0
"260" 5200 "mother to the chief clerk, while his father continued to speak through" 260 0
"261" 5200 "the door. “He isn’t well, please believe me. Why else would Gregor have" 261 0
"262" 5200 "missed a train! The lad only ever thinks about the business. It nearly" 262 0
"263" 5200 "makes me cross the way he never goes out in the evenings; he’s been in" 263 0
"264" 5200 "town for a week now but stayed home every evening. He sits with us in" 264 0
"265" 5200 "the kitchen and just reads the paper or studies train timetables. His" 265 0
"266" 5200 "idea of relaxation is working with his fretsaw. He’s made a little" 266 0
"267" 5200 "frame, for instance, it only took him two or three evenings, you’ll be" 267 0
"268" 5200 "amazed how nice it is; it’s hanging up in his room; you’ll see it as" 268 0
"269" 5200 "soon as Gregor opens the door. Anyway, I’m glad you’re here; we" 269 0
"270" 5200 "wouldn’t have been able to get Gregor to open the door by ourselves;" 270 0
"271" 5200 "he’s so stubborn; and I’m sure he isn’t well, he said this morning that" 271 0
"272" 5200 "he is, but he isn’t.” “I’ll be there in a moment”, said Gregor slowly" 272 0
"273" 5200 "and thoughtfully, but without moving so that he would not miss any word" 273 0
"274" 5200 "of the conversation. “Well I can’t think of any other way of explaining" 274 0
"275" 5200 "it, Mrs. Samsa”, said the chief clerk, “I hope it’s nothing serious." 275 0
"276" 5200 "But on the other hand, I must say that if we people in commerce ever" 276 0
"277" 5200 "become slightly unwell then, fortunately or unfortunately as you like," 277 0
"278" 5200 "we simply have to overcome it because of business considerations.” “Can" 278 0
"279" 5200 "the chief clerk come in to see you now then?”, asked his father" 279 0
"280" 5200 "impatiently, knocking at the door again. “No”, said Gregor. In the room" 280 0
"281" 5200 "on his right there followed a painful silence; in the room on his left" 281 0
"282" 5200 "his sister began to cry." 282 0
"283" 5200 "" 283 0
"284" 5200 "So why did his sister not go and join the others? She had probably only" 284 0
"285" 5200 "just got up and had not even begun to get dressed. And why was she" 285 0
"286" 5200 "crying? Was it because he had not got up, and had not let the chief" 286 0
"287" 5200 "clerk in, because he was in danger of losing his job and if that" 287 0
"288" 5200 "happened his boss would once more pursue their parents with the same" 288 0
"289" 5200 "demands as before? There was no need to worry about things like that" 289 0
"290" 5200 "yet. Gregor was still there and had not the slightest intention of" 290 0
"291" 5200 "abandoning his family. For the time being he just lay there on the" 291 0
"292" 5200 "carpet, and no-one who knew the condition he was in would seriously" 292 0
"293" 5200 "have expected him to let the chief clerk in. It was only a minor" 293 0
"294" 5200 "discourtesy, and a suitable excuse could easily be found for it later" 294 0
"295" 5200 "on, it was not something for which Gregor could be sacked on the spot." 295 0
"296" 5200 "And it seemed to Gregor much more sensible to leave him now in peace" 296 0
"297" 5200 "instead of disturbing him with talking at him and crying. But the" 297 0
"298" 5200 "others didn’t know what was happening, they were worried, that would" 298 0
"299" 5200 "excuse their behaviour." 299 0
"300" 5200 "" 300 0
"301" 5200 "The chief clerk now raised his voice, “Mr. Samsa”, he called to him," 301 0
"302" 5200 "“what is wrong? You barricade yourself in your room, give us no more" 302 0
"303" 5200 "than yes or no for an answer, you are causing serious and unnecessary" 303 0
"304" 5200 "concern to your parents and you fail—and I mention this just by the" 304 0
"305" 5200 "way—you fail to carry out your business duties in a way that is quite" 305 0
"306" 5200 "unheard of. I’m speaking here on behalf of your parents and of your" 306 0
"307" 5200 "employer, and really must request a clear and immediate explanation. I" 307 0
"308" 5200 "am astonished, quite astonished. I thought I knew you as a calm and" 308 0
"309" 5200 "sensible person, and now you suddenly seem to be showing off with" 309 0
"310" 5200 "peculiar whims. This morning, your employer did suggest a possible" 310 0
"311" 5200 "reason for your failure to appear, it’s true—it had to do with the" 311 0
"312" 5200 "money that was recently entrusted to you—but I came near to giving him" 312 0
"313" 5200 "my word of honour that that could not be the right explanation. But now" 313 0
"314" 5200 "that I see your incomprehensible stubbornness I no longer feel any wish" 314 0
"315" 5200 "whatsoever to intercede on your behalf. And nor is your position all" 315 0
"316" 5200 "that secure. I had originally intended to say all this to you in" 316 0
"317" 5200 "private, but since you cause me to waste my time here for no good" 317 0
"318" 5200 "reason I don’t see why your parents should not also learn of it. Your" 318 0
"319" 5200 "turnover has been very unsatisfactory of late; I grant you that it’s" 319 0
"320" 5200 "not the time of year to do especially good business, we recognise that;" 320 0
"321" 5200 "but there simply is no time of year to do no business at all, Mr." 321 0
"322" 5200 "Samsa, we cannot allow there to be.”" 322 0
"323" 5200 "" 323 0
"324" 5200 "“But Sir”, called Gregor, beside himself and forgetting all else in the" 324 0
"325" 5200 "excitement, “I’ll open up immediately, just a moment. I’m slightly" 325 0
"326" 5200 "unwell, an attack of dizziness, I haven’t been able to get up. I’m" 326 0
"327" 5200 "still in bed now. I’m quite fresh again now, though. I’m just getting" 327 0
"328" 5200 "out of bed. Just a moment. Be patient! It’s not quite as easy as I’d" 328 0
"329" 5200 "thought. I’m quite alright now, though. It’s shocking, what can" 329 0
"330" 5200 "suddenly happen to a person! I was quite alright last night, my parents" 330 0
"331" 5200 "know about it, perhaps better than me, I had a small symptom of it last" 331 0
"332" 5200 "night already. They must have noticed it. I don’t know why I didn’t let" 332 0
"333" 5200 "you know at work! But you always think you can get over an illness" 333 0
"334" 5200 "without staying at home. Please, don’t make my parents suffer! There’s" 334 0
"335" 5200 "no basis for any of the accusations you’re making; nobody’s ever said a" 335 0
"336" 5200 "word to me about any of these things. Maybe you haven’t read the latest" 336 0
"337" 5200 "contracts I sent in. I’ll set off with the eight o’clock train, as" 337 0
"338" 5200 "well, these few hours of rest have given me strength. You don’t need to" 338 0
"339" 5200 "wait, sir; I’ll be in the office soon after you, and please be so good" 339 0
"340" 5200 "as to tell that to the boss and recommend me to him!”" 340 0
"341" 5200 "" 341 0
"342" 5200 "And while Gregor gushed out these words, hardly knowing what he was" 342 0
"343" 5200 "saying, he made his way over to the chest of drawers—this was easily" 343 0
"344" 5200 "done, probably because of the practise he had already had in bed—where" 344 0
"345" 5200 "he now tried to get himself upright. He really did want to open the" 345 0
"346" 5200 "door, really did want to let them see him and to speak with the chief" 346 0
"347" 5200 "clerk; the others were being so insistent, and he was curious to learn" 347 0
"348" 5200 "what they would say when they caught sight of him. If they were shocked" 348 0
"349" 5200 "then it would no longer be Gregor’s responsibility and he could rest." 349 0
"350" 5200 "If, however, they took everything calmly he would still have no reason" 350 0
"351" 5200 "to be upset, and if he hurried he really could be at the station for" 351 0
"352" 5200 "eight o’clock. The first few times he tried to climb up on the smooth" 352 0
"353" 5200 "chest of drawers he just slid down again, but he finally gave himself" 353 0
"354" 5200 "one last swing and stood there upright; the lower part of his body was" 354 0
"355" 5200 "in serious pain but he no longer gave any attention to it. Now he let" 355 0
"356" 5200 "himself fall against the back of a nearby chair and held tightly to the" 356 0
"357" 5200 "edges of it with his little legs. By now he had also calmed down, and" 357 0
"358" 5200 "kept quiet so that he could listen to what the chief clerk was saying." 358 0
"359" 5200 "" 359 0
"360" 5200 "“Did you understand a word of all that?” the chief clerk asked his" 360 0
"361" 5200 "parents, “surely he’s not trying to make fools of us”. “Oh, God!”" 361 0
"362" 5200 "called his mother, who was already in tears, “he could be seriously ill" 362 0
"363" 5200 "and we’re making him suffer. Grete! Grete!” she then cried. “Mother?”" 363 0
"364" 5200 "his sister called from the other side. They communicated across" 364 0
"365" 5200 "Gregor’s room. “You’ll have to go for the doctor straight away. Gregor" 365 0
"366" 5200 "is ill. Quick, get the doctor. Did you hear the way Gregor spoke just" 366 0
"367" 5200 "now?” “That was the voice of an animal”, said the chief clerk, with a" 367 0
"368" 5200 "calmness that was in contrast with his mother’s screams. “Anna! Anna!”" 368 0
"369" 5200 "his father called into the kitchen through the entrance hall, clapping" 369 0
"370" 5200 "his hands, “get a locksmith here, now!” And the two girls, their skirts" 370 0
"371" 5200 "swishing, immediately ran out through the hall, wrenching open the" 371 0
"372" 5200 "front door of the flat as they went. How had his sister managed to get" 372 0
"373" 5200 "dressed so quickly? There was no sound of the door banging shut again;" 373 0
"374" 5200 "they must have left it open; people often do in homes where something" 374 0
"375" 5200 "awful has happened." 375 0
"376" 5200 "" 376 0
"377" 5200 "Gregor, in contrast, had become much calmer. So they couldn’t" 377 0
"378" 5200 "understand his words any more, although they seemed clear enough to" 378 0
"379" 5200 "him, clearer than before—perhaps his ears had become used to the sound." 379 0
"380" 5200 "They had realised, though, that there was something wrong with him, and" 380 0
"381" 5200 "were ready to help. The first response to his situation had been" 381 0
"382" 5200 "confident and wise, and that made him feel better. He felt that he had" 382 0
"383" 5200 "been drawn back in among people, and from the doctor and the locksmith" 383 0
"384" 5200 "he expected great and surprising achievements—although he did not" 384 0
"385" 5200 "really distinguish one from the other. Whatever was said next would be" 385 0
"386" 5200 "crucial, so, in order to make his voice as clear as possible, he" 386 0
"387" 5200 "coughed a little, but taking care to do this not too loudly as even" 387 0
"388" 5200 "this might well sound different from the way that a human coughs and he" 388 0
"389" 5200 "was no longer sure he could judge this for himself. Meanwhile, it had" 389 0
"390" 5200 "become very quiet in the next room. Perhaps his parents were sat at the" 390 0
"391" 5200 "table whispering with the chief clerk, or perhaps they were all pressed" 391 0
"392" 5200 "against the door and listening." 392 0
"393" 5200 "" 393 0
"394" 5200 "Gregor slowly pushed his way over to the door with the chair. Once" 394 0
"395" 5200 "there he let go of it and threw himself onto the door, holding himself" 395 0
"396" 5200 "upright against it using the adhesive on the tips of his legs. He" 396 0
"397" 5200 "rested there a little while to recover from the effort involved and" 397 0
"398" 5200 "then set himself to the task of turning the key in the lock with his" 398 0
"399" 5200 "mouth. He seemed, unfortunately, to have no proper teeth—how was he," 399 0
"400" 5200 "then, to grasp the key?—but the lack of teeth was, of course, made up" 400 0
"401" 5200 "for with a very strong jaw; using the jaw, he really was able to start" 401 0
"402" 5200 "the key turning, ignoring the fact that he must have been causing some" 402 0
"403" 5200 "kind of damage as a brown fluid came from his mouth, flowed over the" 403 0
"404" 5200 "key and dripped onto the floor. “Listen”, said the chief clerk in the" 404 0
"405" 5200 "next room, “he’s turning the key.” Gregor was greatly encouraged by" 405 0
"406" 5200 "this; but they all should have been calling to him, his father and his" 406 0
"407" 5200 "mother too: “Well done, Gregor”, they should have cried, “keep at it," 407 0
"408" 5200 "keep hold of the lock!” And with the idea that they were all excitedly" 408 0
"409" 5200 "following his efforts, he bit on the key with all his strength, paying" 409 0
"410" 5200 "no attention to the pain he was causing himself. As the key turned" 410 0
"411" 5200 "round he turned around the lock with it, only holding himself upright" 411 0
"412" 5200 "with his mouth, and hung onto the key or pushed it down again with the" 412 0
"413" 5200 "whole weight of his body as needed. The clear sound of the lock as it" 413 0
"414" 5200 "snapped back was Gregor’s sign that he could break his concentration," 414 0
"415" 5200 "and as he regained his breath he said to himself: “So, I didn’t need" 415 0
"416" 5200 "the locksmith after all”. Then he lay his head on the handle of the" 416 0
"417" 5200 "door to open it completely." 417 0
"418" 5200 "" 418 0
"419" 5200 "Because he had to open the door in this way, it was already wide open" 419 0
"420" 5200 "before he could be seen. He had first to slowly turn himself around one" 420 0
"421" 5200 "of the double doors, and he had to do it very carefully if he did not" 421 0
